"Property Address","Parcel Number","Inspection Date","Grade","License Status","Expiration Date","Latitude","Longitude","georeference"
"907 West Oregon Street","932,118,280,006","2016 Dec 19 12:00:00 AM","Class B","Expired","10/14/2026","40.1067","-88.2201","POINT (-88.2201 40.1067)"
"905 West Oregon Street","932,118,280,007","2016 Dec 19 12:00:00 AM","Class B","Expired",,"40.1067","-88.22","POINT (-88.22 40.1067)"
"903 West Oregon Street","932,118,280,008","2016 Nov 09 12:00:00 AM","Class B","Issued",,"40.1067","-88.2197","POINT (-88.2197 40.1067)"
"700 South Gregory Street","932,118,280,022","2023 Sep 08 12:00:00 AM","Class B","Issued","10/14/2026","40.10648608","-88.22113804","POINT (-88.22113804 40.10648608)"
"700 South Gregory Street","932,118,280,022","2016 Nov 22 12:00:00 AM","Class B","Issued","10/14/2026","40.1065","-88.2212","POINT (-88.2212 40.1065)"
"903 West Nevada Street","932,118,281,006","2023 Jul 10 12:00:00 AM","Class B","Issued","10/14/2026","40.10574348","-88.21967807","POINT (-88.21967807 40.10574348)"
"903 West Nevada Street","932,118,281,006","2023 Jul 21 12:00:00 AM","Class B","Issued","10/14/2026","40.10574348","-88.21967807","POINT (-88.21967807 40.10574348)"
"903 West Nevada Street","932,118,281,006","2016 Dec 07 12:00:00 AM","Class B","Issued","10/14/2021","40.1057","-88.2197","POINT (-88.2197 40.1057)"
"805 South Lincoln Avenue","932,118,281,007","2016 Dec 07 12:00:00 AM","Class B","Issued",,"40.1057","-88.2195","POINT (-88.2195 40.1057)"
"113 West Florida Avenue","932,120,201,004","2025 Jul 16 12:00:00 AM","Class A","Issued","10/14/2026","40.09811737","-88.20896871","POINT (-88.20896871 40.09811737)"
"113 West Florida Avenue","932,120,201,004","2019 Dec 03 12:00:00 AM","Class A","Issued","10/14/2026","40.09811737","-88.20896871","POINT (-88.20896871 40.09811737)"
"113 West Florida Avenue","932,120,201,004","2021 Dec 20 12:00:00 AM","Class A","Issued","10/14/2026","40.09811737","-88.20896871","POINT (-88.20896871 40.09811737)"
"4 Florida Drive","932,120,201,010","2016 Aug 29 12:00:00 AM","Class C","Expired",,"40.0979","-88.2084","POINT (-88.2084 40.0979)"
"101 West Florida Avenue","932,120,201,017","2016 Jul 27 12:00:00 AM","Class B","Issued",,"40.0981","-88.2075","POINT (-88.2075 40.0981)"
"103 East Florida Avenue","932,120,201,025","2023 Sep 21 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.09803119","-88.20674744","POINT (-88.20674744 40.09803119)"
"103 East Florida Avenue","932,120,201,025","2016 Oct 25 12:00:00 AM","Class C","Issued","10/14/2026","40.098","-88.2067","POINT (-88.2067 40.098)"
"9 Florida Drive","932,120,201,034","2009 Jul 28 12:00:00 AM","Class B","Issued","10/14/2026","40.0975","-88.2089","POINT (-88.2089 40.0975)"
"1803 South Pleasant Street","932,120,202,005","2023 May 08 12:00:00 AM","Class B","Issued","10/14/2026","40.09628977","-88.2069214","POINT (-88.2069214 40.09628977)"
"1803 Pleasant Street","932,120,202,005","2016 Jul 26 12:00:00 AM","Class B","Issued",,"40.0963","-88.2069","POINT (-88.2069 40.0963)"
"14 Montclair Road","932,120,202,014","2023 May 22 12:00:00 AM","Class B","Issued","10/14/2026","40.09538517","-88.20760437","POINT (-88.20760437 40.09538517)"
"16 Montclair Road","932,120,202,015","2023 May 18 12:00:00 AM","Class A","Issued","10/14/2026","40.09538751","-88.20735485","POINT (-88.20735485 40.09538751)"
"1708 South Pleasant Street","932,120,203,007","2023 Sep 07 12:00:00 AM","Class B","Issued","10/14/2026","40.09712879","-88.20604006","POINT (-88.20604006 40.09712879)"
"1708 Pleasant Street","932,120,203,007","2016 Sep 14 12:00:00 AM","Class C","Issued",,"40.0971","-88.206","POINT (-88.206 40.0971)"
"307 East Florida Avenue","932,120,226,004","2024 Jan 11 12:00:00 AM","Class B","Issued","10/14/2026","40.09802542","-88.20387881","POINT (-88.20387881 40.09802542)"
"407 East Florida Avenue","932,120,226,008","2024 Jan 11 12:00:00 AM","Class A","Issued","10/14/2026","40.09803354","-88.20284965","POINT (-88.20284965 40.09803354)"
"411 East Florida Avenue","932,120,226,010","2024 Jan 19 12:00:00 AM","Class B","Issued","10/14/2026","40.09803745","-88.20231523","POINT (-88.20231523 40.09803745)"
"411 East Florida Avenue","932,120,226,010","2017 Sep 18 12:00:00 AM","Class A","Issued","10/14/2026","40.09803745","-88.20231523","POINT (-88.20231523 40.09803745)"
"605 East Florida Avenue","932,120,226,016","2024 Jun 13 12:00:00 AM","Class B","Issued","10/14/2026","40.09805113","-88.20061771","POINT (-88.20061771 40.09805113)"
"404 East Sunnycrest Court West","932,120,226,024","2024 Jul 16 12:00:00 AM","Class B","Issued","10/14/2026","40.09765285","-88.20309984","POINT (-88.20309984 40.09765285)"
"1703 South Anderson Street","932,120,226,034","2017 Aug 17 12:00:00 AM","Class B","Issued","10/14/2026","40.09765675","-88.20027145","POINT (-88.20027145 40.09765675)"
"1703 South Anderson Street","932,120,226,034","2024 Dec 03 12:00:00 AM","Class B","Issued","10/14/2026","40.09765675","-88.20027145","POINT (-88.20027145 40.09765675)"
"1804 South Vine Street","932,120,228,017","2024 Jun 12 12:00:00 AM","Class B","Issued","10/14/2026","40.0958644","-88.20461118","POINT (-88.20461118 40.0958644)"
"1804 South Vine Street","932,120,228,017","2017 Sep 13 12:00:00 AM","Class A","Issued","10/14/2026","40.0958644","-88.20461118","POINT (-88.20461118 40.0958644)"
"606 East Colorado Avenue","932,120,229,022","2024 Jan 16 12:00:00 AM","Class B","Issued","10/14/2026","40.09496877","-88.20049452","POINT (-88.20049452 40.09496877)"
"606 East Colorado Avenue","932,120,229,022","2017 Sep 29 12:00:00 AM","Class B","Issued","10/14/2026","40.09496877","-88.20049452","POINT (-88.20049452 40.09496877)"
"608 East Colorado Avenue","932,120,229,023","2024 May 08 12:00:00 AM","Class B","Issued","10/14/2026","40.09496895","-88.20019055","POINT (-88.20019055 40.09496895)"
"608 East Colorado Avenue","932,120,229,023","2017 Oct 04 12:00:00 AM","Class B","Issued","10/14/2026","40.09496895","-88.20019055","POINT (-88.20019055 40.09496895)"
"608 East Colorado Avenue","932,120,229,023","2017 Oct 12 12:00:00 AM","Class B","Issued","10/14/2026","40.09496895","-88.20019055","POINT (-88.20019055 40.09496895)"
"506 East Colorado Avenue","932,120,229,030","2024 Jan 16 12:00:00 AM","Class B","Issued","10/14/2026","40.09496452","-88.20138861","POINT (-88.20138861 40.09496452)"
"506 East Colorado Avenue","932,120,229,030","2017 Sep 14 12:00:00 AM","Class B","Issued","10/14/2026","40.09496452","-88.20138861","POINT (-88.20138861 40.09496452)"
"7 Montclair Road","932,120,251,003","2023 Jun 13 12:00:00 AM","Class A","Issued","10/14/2026","40.09484386","-88.2083505","POINT (-88.2083505 40.09484386)"
"1903 South Vine Street","932,120,251,033","2023 Sep 05 12:00:00 AM","Class B","Issued","10/14/2026","40.09435151","-88.20528239","POINT (-88.20528239 40.09435151)"
"3 Montclair Road","932,120,251,038","2023 May 18 12:00:00 AM","Class B","Issued","10/14/2026","40.09484129","-88.20884922","POINT (-88.20884922 40.09484129)"
"2010 South Race Street","932,120,252,005","2023 May 11 12:00:00 AM","Class A","Issued","10/14/2026","40.09289243","-88.20915099","POINT (-88.20915099 40.09289243)"
"2010 South Race Street","932,120,252,005","2016 Aug 29 12:00:00 AM","Class B","Issued","10/14/2026","40.0929","-88.2092","POINT (-88.2092 40.0929)"
"2002 South Burlison Drive","932,120,254,001","2023 Jun 05 12:00:00 AM","Class B","Issued","10/14/2026","40.09386267","-88.20795868","POINT (-88.20795868 40.09386267)"
"2004 South Burlison Drive","932,120,254,002","2023 Sep 05 12:00:00 AM","Class A","Issued","10/14/2026","40.09359563","-88.20784121","POINT (-88.20784121 40.09359563)"
"2004 Burlison Drive","932,120,254,002","2016 Sep 14 12:00:00 AM","Class B","Issued",,"40.0936","-88.2078","POINT (-88.2078 40.0936)"
"107 East Mumford Drive","932,120,254,020","2023 May 18 12:00:00 AM","Class A","Issued","10/14/2026","40.09365389","-88.20702097","POINT (-88.20702097 40.09365389)"
"107 East Mumford Drive","932,120,254,020","2016 Sep 02 12:00:00 AM","Class A","Issued","10/14/2026","40.0936","-88.207","POINT (-88.207 40.0936)"
"2013 South Vine Street","932,120,254,033","2023 Jun 28 12:00:00 AM","Class B","Issued","10/14/2026","40.09149393","-88.20516432","POINT (-88.20516432 40.09149393)"
"405 East Colorado Avenue","932,120,276,013","2023 May 18 12:00:00 AM","Class A","Issued","10/14/2026","40.09446281","-88.20298401","POINT (-88.20298401 40.09446281)"
"1907 South Harding Drive","932,120,276,016","2016 Aug 23 12:00:00 AM","Class B","Issued","10/14/2026","40.094","-88.2034","POINT (-88.2034 40.094)"
"1915 South Harding Drive","932,120,276,020","2023 Jun 14 12:00:00 AM","Class B","Issued","10/14/2026","40.09335675","-88.2040137","POINT (-88.2040137 40.09335675)"
"1915 South Harding Drive","932,120,276,020","2016 Jul 22 12:00:00 AM","Class B","Issued",,"40.0934","-88.204","POINT (-88.204 40.0934)"
"402 East George Huff Drive","932,120,277,009","2023 Jun 12 12:00:00 AM","Class B","Issued","10/14/2026","40.09168803","-88.20388392","POINT (-88.20388392 40.09168803)"
"402 East George Huff Drive","932,120,277,009","2016 Aug 26 12:00:00 AM","Class B","Issued",,"40.0917","-88.2039","POINT (-88.2039 40.0917)"
"1914 South Harding Drive","932,120,279,002","2023 Sep 05 12:00:00 AM","Class A","Issued","10/14/2026","40.09329184","-88.20338245","POINT (-88.20338245 40.09329184)"
"1914 South Harding Drive","932,120,279,002","2016 Sep 14 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.0933","-88.2034","POINT (-88.2034 40.0933)"
"502 East Harding Drive","932,120,280,003","2023 Sep 05 12:00:00 AM","Class B","Issued","10/14/2026","40.09399852","-88.20235041","POINT (-88.20235041 40.09399852)"
"607 East Colorado Avenue","932,120,280,010","2023 Jun 23 12:00:00 AM","Class B","Issued","10/14/2026","40.09441965","-88.20050943","POINT (-88.20050943 40.09441965)"
"607 Colorado Avenue","932,120,280,010","2016 Aug 23 12:00:00 AM","Class C","Issued","10/14/2026","40.0947","-88.2005","POINT (-88.2005 40.0947)"
"506 East Harding Drive","932,120,280,013","2023 Aug 23 12:00:00 AM","Class B","Issued","10/14/2026","40.09405575","-88.2017115","POINT (-88.2017115 40.09405575)"
"506 East Harding Drive","932,120,280,013","2016 Aug 24 12:00:00 AM","Class B","Issued","10/14/2026","40.0941","-88.2017","POINT (-88.2017 40.0941)"
"2006 South George Huff Drive","932,120,281,003","2023 Jun 14 12:00:00 AM","Class B","Issued","10/14/2026","40.093141","-88.20234038","POINT (-88.20234038 40.093141)"
"7 Shuman Circle","932,120,281,010","2016 Jul 28 12:00:00 AM","Class B","Issued",,"40.0921","-88.2013","POINT (-88.2013 40.0921)"
"2017 Cureton Drive","932,120,281,039","2013 Jun 12 12:00:00 AM","Class B","Issued",,"40.0917","-88.2009","POINT (-88.2009 40.0917)"
"2017 South Cureton Drive","932,120,281,039","2023 Jul 10 12:00:00 AM","Class B","Issued","10/14/2026","40.09173032","-88.20093267","POINT (-88.20093267 40.09173032)"
"105 East George Huff Drive","932,120,403,001","2023 May 31 12:00:00 AM","Class A","Issued","10/14/2026","40.090744","-88.20622","POINT (-88.20622 40.090744)"
"105 East George Huff Drive","932,120,403,001","2016 Aug 25 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.0907","-88.2062","POINT (-88.2062 40.0907)"
"2108 Boudreau Drive","932,120,403,004","2010 Aug 10 12:00:00 AM","Class B","Expired","10/14/2026","40.0901","-88.2062","POINT (-88.2062 40.0901)"
"109 East George Huff Drive","932,120,403,009","2023 May 31 12:00:00 AM","Class A","Issued","10/14/2026","40.090755","-88.205765","POINT (-88.205765 40.090755)"
"109 East George Huff Drive","932,120,403,009","2016 Aug 25 12:00:00 AM","Class B","Issued","10/14/2026","40.0908","-88.2059","POINT (-88.2059 40.0908)"
"116 West McHenry Street","932,120,405,006","2023 May 04 12:00:00 AM","Class N","Temporarily Not a Rental","10/14/2023","40.08717","-88.20909","POINT (-88.20909 40.08717)"
"205 East Pell Circle","932,120,407,015","2023 May 16 12:00:00 AM","Class B","Issued","10/14/2026","40.0875567","-88.2057463","POINT (-88.2057463 40.0875567)"
"205 Pell Circle","932,120,407,015","2016 Jul 29 12:00:00 AM","Class B","Issued",,"40.0876","-88.2057","POINT (-88.2057 40.0876)"
"601 1/2 East Mumford Drive","932,120,431,001","2013 Jul 02 12:00:00 AM","Class B","Issued","10/14/2026","0.0","0.0","POINT (0 0)"
"2208 South Wyld Drive","932,120,433,005","2017 Apr 27 12:00:00 AM","Class B","Issued","10/14/2026","40.08801883","-88.20248626","POINT (-88.20248626 40.08801883)"
"2208 South Wyld Drive","932,120,433,005","2023 Oct 06 12:00:00 AM","Class A","Issued","10/14/2026","40.08801883","-88.20248626","POINT (-88.20248626 40.08801883)"
"2207 South Cureton Drive","932,120,433,008","2023 Dec 14 12:00:00 AM","Class B","Issued","10/14/2026","40.08801604","-88.20196129","POINT (-88.20196129 40.08801604)"
"113 West McHenry Street","932,120,451,001","2016 Jun 26 12:00:00 AM","Class B","Issued","10/14/2026","40.0869","-88.2089","POINT (-88.2089 40.0869)"
"113 West McHenry Street","932,120,451,001","2023 Aug 23 12:00:00 AM","Class A","Issued","10/14/2026","40.08669","-88.20908651","POINT (-88.20908651 40.08669)"
"2403 South Grange Drive","932,120,451,021","2023 Aug 11 12:00:00 AM","Class B","Issued","10/14/2026","40.08576762","-88.20766065","POINT (-88.20766065 40.08576762)"
"502 Shurts Street","932,120,476,033","2013 Jun 17 12:00:00 AM","Class B","Issued","10/14/2026","40.086","-88.2022","POINT (-88.2022 40.086)"
"502 East Shurts Street","932,120,476,033","2023 Dec 04 12:00:00 AM","Class B","Issued","10/14/2026","40.08628166","-88.20212058","POINT (-88.20212058 40.08628166)"
"2404 South Vine Street","932,120,477,008","2013 Jul 16 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.0856","-88.2017","POINT (-88.2017 40.0856)"
"2404 South Vine Street","932,120,477,008","2023 Oct 17 12:00:00 AM","Class B","Issued","10/14/2026","40.08557886","-88.20173092","POINT (-88.20173092 40.08557886)"
"2502 South Vine Street","932,120,478,001","2023 Dec 11 12:00:00 AM","Class B","Issued","10/14/2026","40.08514067","-88.20149226","POINT (-88.20149226 40.08514067)"
"2504 South Vine Street","932,120,478,004","2013 Jun 12 12:00:00 AM","Class B","Issued","10/14/2026","40.0849","-88.2014","POINT (-88.2014 40.0849)"
"2504 South Vine Street","932,120,478,004","2023 Aug 02 12:00:00 AM","Class B","Issued","10/14/2026","40.08487339","-88.20137205","POINT (-88.20137205 40.08487339)"
"2506 South Vine Street","932,120,478,016","2013 Jun 10 12:00:00 AM","Class B","Issued",,"40.0846","-88.2013","POINT (-88.2013 40.0846)"
"507 East Scovill Street Unit A","932,120,478,018","2023 Aug 15 12:00:00 AM","Class B","Issued","10/14/2026","40.0851372","-88.20121727","POINT (-88.20121727 40.0851372)"
"2510 South Vine Street","932,120,478,029","2024 Jan 04 12:00:00 AM","Class B","Issued","10/14/2026","40.08412227","-88.20124797","POINT (-88.20124797 40.08412227)"
"2403 Provine Circle","932,120,480,008","2016 Jul 25 12:00:00 AM","Class B","Issued","10/14/2021","40.0856","-88.2034","POINT (-88.2034 40.0856)"
"707 East Florida Avenue","932,121,101,003","2017 Sep 20 12:00:00 AM","Class C","Issued","10/14/2026","40.09806219","-88.19886054","POINT (-88.19886054 40.09806219)"
"707 East Florida Avenue","932,121,101,003","2024 Dec 30 12:00:00 AM","Class B","Issued","10/14/2026","40.09806219","-88.19886054","POINT (-88.19886054 40.09806219)"
"907 East Florida Avenue","932,121,101,009","2024 Jul 11 12:00:00 AM","Class B","Issued","10/14/2026","40.09808869","-88.19716802","POINT (-88.19716802 40.09808869)"
"1004 East Sunnycrest Drive","932,121,101,026","2025 Jan 15 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.09777","-88.19609","POINT (-88.19609 40.09777)"
"711 East Sunnycrest Drive","932,121,103,004","2024 Jul 12 12:00:00 AM","Class B","Issued","10/14/2026","40.0972017","-88.19849601","POINT (-88.19849601 40.0972017)"
"806 East Burkwood Drive","932,121,103,024","2024 Sep 04 12:00:00 AM","Class B","Issued","10/14/2026","40.09698673","-88.19770062","POINT (-88.19770062 40.09698673)"
"806 East Burkwood Drive","932,121,103,024","2017 Sep 14 12:00:00 AM","Class B","Issued","10/14/2026","40.09698673","-88.19770062","POINT (-88.19770062 40.09698673)"
"614 A East Colorado Avenue","932,121,105,007","2024 Sep 04 12:00:00 AM","Class B","Issued","10/14/2026","40.094975","-88.19929","POINT (-88.19929 40.094975)"
"614 A East Colorado Avenue","932,121,105,007","2017 Oct 23 12:00:00 AM","Class B","Issued","10/14/2026","40.094975","-88.19929","POINT (-88.19929 40.094975)"
"616 East Colorado Avenue","932,121,105,008","2024 May 15 12:00:00 AM","Class A","Issued","10/14/2026","40.09497401","-88.19895631","POINT (-88.19895631 40.09497401)"
"616 East Colorado Avenue","932,121,105,008","2017 Aug 09 12:00:00 AM","Class B","Issued","10/14/2026","40.09497401","-88.19895631","POINT (-88.19895631 40.09497401)"
"1814 South Anderson Street","932,121,106,012","2024 May 15 12:00:00 AM","Class A","Issued","10/14/2026","40.0949849","-88.19838424","POINT (-88.19838424 40.0949849)"
"1814 South Anderson Street","932,121,106,012","2017 Aug 09 12:00:00 AM","Class B","Issued","10/14/2026","40.0949849","-88.19838424","POINT (-88.19838424 40.0949849)"
"704 E Colorado Avenue","932,121,106,013","2024 Aug 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.0949886","-88.19806794","POINT (-88.19806794 40.0949886)"
"1817 South Larch Place","932,121,106,022","2024 Sep 04 12:00:00 AM","Class B","Issued","10/14/2026","40.09511301","-88.19740308","POINT (-88.19740308 40.09511301)"
"1817 South Larch Place","932,121,106,022","2017 Sep 14 12:00:00 AM","Class B","Issued","10/14/2026","40.09511301","-88.19740308","POINT (-88.19740308 40.09511301)"
"802 East Colorado Avenue","932,121,106,023","2024 Sep 04 12:00:00 AM","Class A","Issued","10/14/2026","40.094902","-88.1974","POINT (-88.1974 40.094902)"
"802 East Colorado Avenue","932,121,106,023","2017 Oct 06 12:00:00 AM","Class A","Issued","10/14/2026","40.094902","-88.1974","POINT (-88.1974 40.094902)"
"1003 East Burkwood Drive","932,121,107,007","2017 Sep 26 12:00:00 AM","Class B","Issued","10/14/2026","40.09656873","-88.19556121","POINT (-88.19556121 40.09656873)"
"1005 East Burkwood Drive","932,121,107,008","2024 Jul 29 12:00:00 AM","Class B","Issued","10/14/2026","40.09656943","-88.19534265","POINT (-88.19534265 40.09656943)"
"1005 East Burkwood Drive","932,121,107,008","2017 Aug 17 12:00:00 AM","Class B","Issued","10/14/2026","40.09656943","-88.19534265","POINT (-88.19534265 40.09656943)"
"1810 South Larch Place","932,121,107,013","2024 Jun 18 12:00:00 AM","Class B","Issued","10/14/2026","40.09577859","-88.19682433","POINT (-88.19682433 40.09577859)"
